Month,Total Current Assets,Total Non-Current Assets,Total Current Liabilities,Total Long-term Liabilities,Total Equity,P/E,SMA,RSI,Highest Price
2022-10-01,1.675662223609035,-0.22705825237184915,1.5555959968730784,1.5534603963767304,1.8393770163340453,-0.34235611555082224,1.1809536560997234,-1.7600845679285786,1.271870402375778
2022-09-01,1.675662223609035,-0.22705825237184915,1.5555959968730784,1.5534603963767304,1.8393770163340453,-0.41068844861236925,0.8962206848192452,-0.030937044813901887,0.8215685927107008
2022-08-01,1.3267835584708225,1.3973044164273396,1.5215180756877318,1.2451784441431224,1.1084178269430323,-0.4053104409177105,0.6700392744388237,-2.0120577713138,0.7219273412103434
2022-07-01,1.3267835584708225,1.3973044164273396,1.5215180756877318,1.2451784441431224,1.1084178269430323,-0.34741776985167755,0.18201052825662667,-0.31834782133702544,0.313781445641571
2022-06-01,1.3267835584708225,1.3973044164273396,1.5215180756877318,1.2451784441431224,1.1084178269430323,-0.3632354395418505,0.35290975423394894,0.8072956068787919,0.32911086894931824
2022-05-01,0.6253823843585096,1.0240466116819942,0.8569986125734759,0.9738903261775472,0.6418481315870667,-0.3496322436083018,0.10354549232964735,-1.605550056722663,0.2927034885934184
2022-04-01,0.6253823843585096,1.0240466116819942,0.8569986125734759,0.9738903261775472,0.6418481315870667,-0.38727829747091336,0.08363201730272463,-2.0047642106712784,0.11603188497163056
2022-03-01,0.6253823843585096,1.0240466116819942,0.8569986125734759,0.9738903261775472,0.6418481315870667,-0.39613619249741017,-0.04238758585272707,-1.325163576163445,-0.05450794932705835
2022-02-01,0.3149772831258165,0.8235933461706049,0.4896897390772191,0.8629088233734484,0.41867229397512973,-0.3762059286877923,-0.1282830229091552,0.8312952847554679,-0.10049621925030035
2022-01-01,0.3149772831258165,0.8235933461706049,0.4896897390772191,0.8629088233734484,0.41867229397512973,-0.3531121309401398,-0.07864794336443717,-1.1109225492643346,-0.12042446955037185
2021-12-01,0.3149772831258165,0.8235933461706049,0.4896897390772191,0.8629088233734484,0.41867229397512973,-0.4179645766698488,-0.2135840278752274,0.10018314651232965,-0.1736942155447938
2021-11-01,-0.04000675865231471,0.17384827865092936,0.019601855285957367,0.22168236272754377,-0.09520756848993092,-0.43916025405468057,-0.29056298357631694,-0.3745421890482671,-0.31165902531451967
2021-10-01,-0.04000675865231471,0.17384827865092936,0.019601855285957367,0.22168236272754377,-0.09520756848993092,-0.09749858874694552,-0.39904684006626945,-0.39795650892795165,-0.3975037958379047
2021-09-01,-0.04000675865231471,0.17384827865092936,0.019601855285957367,0.22168236272754377,-0.09520756848993092,-0.12976663491489826,-0.38953592662057496,-0.7936585148946141,-0.4145577792677736
2021-08-01,-0.15934264427764663,0.1254630076654216,-0.017764585293775025,0.19701980654885512,-0.2310571114544096,-0.169627162534134,-0.4189603150931922,0.35949673917983194,-0.4356357363159261
2021-07-01,-0.15934264427764663,0.1254630076654216,-0.017764585293775025,0.19701980654885512,-0.2310571114544096,-0.39012547801514447,-0.45640953678561413,0.920269700298268,-0.4126416013543052
2021-06-01,-0.15934264427764663,0.1254630076654216,-0.017764585293775025,0.19701980654885512,-0.2310571114544096,-0.3809512295948442,-0.36130040232866956,0.31618024740241607,-0.3986535025859857
2021-05-01,-0.29840955663135077,0.056341191971839094,-0.16774151643048477,0.11070085992344487,-0.24692048109651243,-0.3819002897762545,-0.444818111023674,-0.5085891703594594,-0.42183925533895356
2021-04-01,-0.29840955663135077,0.056341191971839094,-0.16774151643048477,0.11070085992344487,-0.24692048109651243,-0.4720610070102402,-0.4210408274094379,0.6714925515766236,-0.4327614694457235
2021-03-01,-0.29840955663135077,0.056341191971839094,-0.16774151643048477,0.11070085992344487,-0.24692048109651243,-0.4682647662845987,-0.36546142696116085,0.28808306354679525,-0.3938630578023147
2021-02-01,-0.3660726355201008,-0.0819024394153259,-0.24407605988566083,-0.024943199059342638,-0.37665796105182797,-0.4720610070102402,-0.4085577535119639,-1.067020699489927,-0.423755433252422
2021-01-01,-0.3660726355201008,-0.0819024394153259,-0.24407605988566083,-0.024943199059342638,-0.37665796105182797,-0.4053104409177105,-0.42609350017746306,0.977634784003494,-0.42260572650434086
2020-12-01,-0.3660726355201008,-0.0819024394153259,-0.24407605988566083,-0.024943199059342638,-0.37665796105182797,-0.3945544255283929,-0.39548024752413397,-0.68126977947213,-0.43065367374090824
2020-11-01,-0.39361466791795635,-0.047341531568534656,-0.2361529432100678,-0.04729980623532389,-0.3069991055351823,-0.41480104273181423,-0.4394682222104709,-1.1337515111470269,-0.44770765717077715
2020-10-01,-0.39361466791795635,-0.047341531568534656,-0.2361529432100678,-0.04729980623532389,-0.3069991055351823,-0.27370742909547185,-0.463542721869885,2.0353766845682273,-0.4739592945852944
2020-09-01,-0.39361466791795635,-0.047341531568534656,-0.2361529432100678,-0.04729980623532389,-0.3069991055351823,-0.23985761595850177,-0.4406570863911827,0.38466713305049244,-0.4722347344631729
2020-08-01,-0.40660070712032315,-0.1924973445250579,-0.2962152792992409,-0.2325525969715436,-0.35637773162702197,-0.237959495595681,-0.4605705614181055,0.3952035769963503,-0.45345619091118233
2020-07-01,-0.40660070712032315,-0.1924973445250579,-0.2962152792992409,-0.2325525969715436,-0.35637773162702197,-0.4435892015679289,-0.4367932778038693,1.7678680799428352,-0.44291721238710613
2020-06-01,-0.40660070712032315,-0.1924973445250579,-0.2962152792992409,-0.2325525969715436,-0.35637773162702197,-0.4223935241830972,-0.3981551919307355,0.4355932787888054,-0.4325698516543767
2020-05-01,-0.47951634813420957,-0.21323388923313266,-0.3608951737090285,-0.2735910904528815,-0.348166104988757,-0.42144446400168684,-0.49207546220696835,-1.5118927772039263,-0.429695584784174
2020-04-01,-0.47951634813420957,-0.21323388923313266,-0.3608951737090285,-0.2735910904528815,-0.348166104988757,-0.46478487895276066,-0.46235385768917314,-0.9206812002419008,-0.468402378636236
2020-03-01,-0.47951634813420957,-0.21323388923313266,-0.3608951737090285,-0.2735910904528815,-0.348166104988757,-0.4732125333636848,-0.482267332716096,1.1356814431913624,-0.45039030624963294
2020-02-01,-0.41103921902680374,-0.3445653390509394,-0.447896106495218,-0.3990865075681386,-0.35668877809059263,-0.3663989734798851,-0.3812138773555923,1.1128524813086704,-0.3907971731407653
2020-01-01,-0.41103921902680374,-0.3445653390509394,-0.447896106495218,-0.3990865075681386,-0.35668877809059263,-0.33318186713052195,-0.3687308034581183,0.7680766210803207,-0.39213849768019315
2019-12-01,-0.41103921902680374,-0.3445653390509394,-0.447896106495218,-0.3990865075681386,-0.35668877809059263,-0.31989502459077673,-0.37913336503934664,-0.46937018456098833,-0.4059349786571657
2019-11-01,-0.47734554755112735,-0.3998627916058054,-0.47924779398573675,-0.47629263968552343,-0.4074982179148573,-0.33349822052432543,-0.3966691117048458,-0.9862412959050165,-0.4101505700667962
2019-10-01,-0.47734554755112735,-0.3998627916058054,-0.47924779398573675,-0.47629263968552343,-0.4074982179148573,-0.3860128838956995,-0.42728236435817485,0.8037834588968391,-0.4469411860053898
2019-09-01,-0.47734554755112735,-0.3998627916058054,-0.47924779398573675,-0.47629263968552343,-0.4074982179148573,-0.37430780832497157,-0.426390716222641,-0.43307798874747755,-0.44540824367461507
2019-08-01,-0.41958674632268994,-0.4413358810219549,-0.4323224965135147,-0.4916080870724891,-0.4736422483931547,-0.3913908915903583,-0.4700814748638,1.4628965635099491,-0.44253397680441237
2019-07-01,-0.41958674632268994,-0.4413358810219549,-0.4323224965135147,-0.4916080870724891,-0.4736422483931547,-0.3923399517717687,-0.401721784472871,0.5602745321481238,-0.42471352220915615
2019-06-01,-0.41958674632268994,-0.4413358810219549,-0.4323224965135147,-0.4916080870724891,-0.4736422483931547,-0.38632923728950297,-0.45522067260490234,0.02115981691839545,-0.42777940687070565
2019-05-01,-0.4342590324065581,-0.46207242573002966,-0.47359085906896925,-0.506183657774094,-0.47525969000372204,-0.3920235983779652,-0.4091521856023198,1.6777229484060516,-0.4038271829523505
2019-04-01,-0.4342590324065581,-0.46207242573002966,-0.47359085906896925,-0.506183657774094,-0.47525969000372204,-0.413219275762797,-0.3806194452652364,-0.5015648743955539,-0.40363556516100363
2019-03-01,-0.4342590324065581,-0.46207242573002966,-0.47359085906896925,-0.506183657774094,-0.47525969000372204,-0.42808788527155944,-0.3996412721566253,0.820173482812618,-0.40478527190908464
2019-02-01,-0.500836711003767,-0.5770220052284574,-0.5866614015619488,-0.6474384482875333,-0.5046069238416123,-0.40942303503715544,-0.37021688368400807,0.8670021225719863,-0.3881145240619095
2019-01-01,-0.500836711003767,-0.5770220052284574,-0.5866614015619488,-0.6474384482875333,-0.5046069238416123,-0.3948707789221963,-0.3571393776961782,0.7376380052367315,-0.3731683363368558
2018-12-01,-0.500836711003767,-0.5770220052284574,-0.5866614015619488,-0.6474384482875333,-0.5046069238416123,-0.38727829747091336,-0.3508978407474412,0.7628083991073921,-0.3559227351156401
2018-11-01,-0.34587643723821093,-0.536150275608842,-0.5393271690355025,-0.5762253173215698,-0.42132423322057244,-0.3771549888692027,-0.32414839668142553,-0.7661466890359852,-0.3507490547492753
2018-10-01,-0.34587643723821093,-0.536150275608842,-0.5393271690355025,-0.5762253173215698,-0.42132423322057244,-0.3100880693828695,-0.32028458809411214,1.889622543317193,-0.3164494700981907
2018-09-01,-0.34587643723821093,-0.536150275608842,-0.5393271690355025,-0.5762253173215698,-0.42132423322057244,-0.21771287839225967,-0.3146374832357311,-0.9997045298358349,-0.310126082983745
2018-08-01,-0.5202576233631275,-0.699360706824529,-0.6484446726709819,-0.7551398311198665,-0.603224205116685,-0.2689621281884199,-0.3841860378073718,0.7376380052367315,-0.3409765473905864
2018-07-01,-0.5202576233631275,-0.699360706824529,-0.6484446726709819,-0.7551398311198665,-0.603224205116685,-0.1354609960033605,-0.3476284642504837,-0.8077071068224246,-0.33599448481556854
2018-06-01,-0.5202576233631275,-0.699360706824529,-0.6484446726709819,-0.7551398311198665,-0.603224205116685,-0.2291016005691842,-0.3981551919307355,1.4582136995340123,-0.3635874467695137
2018-05-01,-0.6651779444319283,-0.7668858085755897,-0.7199060733966534,-0.8560466797249711,-0.6789484666729582,-0.1512786656935334,-0.3205818041392901,0.3378384932911238,-0.34653346333964485
2018-04-01,-0.6651779444319283,-0.7668858085755897,-0.7199060733966534,-0.8560466797249711,-0.6789484666729582,0.5741196662977966,-0.3045321376996807,1.1725589970018648,-0.30092842899909655
2018-03-01,-0.6651779444319283,-0.7668858085755897,-0.7199060733966534,-0.8560466797249711,-0.6789484666729582,0.7379907242879881,-0.2846186626727579,0.30330237146858985,-0.30782666948758286
2018-02-01,-0.6947938666725499,-0.787304392931474,-0.7751804615592853,-0.8725089359742457,-0.6774398913246406,-0.17532152362259623,-0.3036404895641468,-0.5981489438992511,-0.3191321191770465
2018-01-01,-0.6947938666725499,-0.787304392931474,-0.7751804615592853,-0.8725089359742457,-0.6774398913246406,-0.22846889378157723,-0.34138692730174675,-0.01922988487405963,-0.3674198025964506
2017-12-01,-0.6947938666725499,-0.787304392931474,-0.7751804615592853,-0.8725089359742457,-0.6774398913246406,-0.2449192702593571,-0.38478046989772774,-1.4603812734686212,-0.37815039891187363
2017-11-01,-0.6607588146735109,-0.8161351022572673,-0.7535750595277757,-0.9018327152707065,-0.6977356730726251,-0.31546607707752833,-0.43709049384904725,-0.30371387141222284,-0.4471328037967366
2017-10-01,-0.6607588146735109,-0.8161351022572673,-0.7535750595277757,-0.9018327152707065,-0.6977356730726251,1.3855661214036674,-0.47216198718004565,-0.7485859491262221,-0.4839234197353302
2017-09-01,-0.6607588146735109,-0.8161351022572673,-0.7535750595277757,-0.9018327152707065,-0.6977356730726251,1.079019682808116,-0.49326432638768014,0.986415153958376,-0.48258209519590234
2017-08-01,-0.6847539139757947,-0.819736348854903,-0.727488410860393,-0.90872589972265,-0.7402090676731965,1.2691480724839945,-0.47691744390289287,-0.8457553766269115,-0.495037251633447
2017-07-01,-0.6847539139757947,-0.819736348854903,-0.727488410860393,-0.90872589972265,-0.7402090676731965,1.1084405484318378,-0.4977225670653495,-0.6765869154961933,-0.5118996172719691
2017-06-01,-0.6847539139757947,-0.819736348854903,-0.727488410860393,-0.90872589972265,-0.7402090676731965,0.9603871601318191,-0.5235803629958313,-0.737464147183372,-0.528761982910491
2017-05-01,-0.711947067708512,-0.7911683024287454,-0.7466061246453723,-0.8717074028984384,-0.726989592971444,0.8066394107433383,-0.5363606529384832,-1.581550378845987,-0.5435165528441979
2017-04-01,-0.711947067708512,-0.7911683024287454,-0.7466061246453723,-0.8717074028984384,-0.726989592971444,4.589789432949252,-0.5601379365527194,-0.9318030021847508,-0.5653609810577378
2017-03-01,-0.711947067708512,-0.7911683024287454,-0.7466061246453723,-0.8717074028984384,-0.726989592971444,4.513035772544656,-0.5473576466100674,-1.9994959886983497,-0.5697681902587152
2017-02-01,-0.714679950585428,-0.8049097193886295,-0.7816041497027232,-0.8839030369287999,-0.7127747695862656,-0.2411230295337156,-0.5515186712425587,0.5655427541210525,-0.5730256927116115
2017-01-01,-0.714679950585428,-0.8049097193886295,-0.7816041497027232,-0.8839030369287999,-0.7127747695862656,-0.23606137523286025,-0.5637045290948548,-0.3686886090783464,-0.5758999595818141
2016-12-01,-0.714679950585428,-0.8049097193886295,-0.7816041497027232,-0.8839030369287999,-0.7127747695862656,-0.2680130680070095,-0.5684599858177021,-0.12752111431759905,-0.5815756785615076
2016-11-01,-0.7455750945982231,-0.858575897093127,-0.8255817069924127,-0.9181963212952665,-0.7749218530076804,-0.280034496971541,-0.5589490723720075,1.433628663660344,-0.5785826086606699
2016-10-01,-0.7455750945982231,-0.858575897093127,-0.8255817069924127,-0.9181963212952665,-0.7749218530076804,3.152399825795982,-0.562218448868965,-0.42780976677454885,-0.5745586350423861
2016-09-01,-0.7455750945982231,-0.858575897093127,-0.8255817069924127,-0.9181963212952665,-0.7749218530076804,2.947402826611341,-0.5783513358012242,0.4432029327497029,-0.5806904043654851
2016-08-01,-0.7775556389025592,-0.8699809966825681,-0.8434726156147196,-0.9329815237243904,-0.7912673446683176,2.9610060225448898,-0.5595435044623635,0.2687662496460555,-0.5716843681721836
2016-07-01,-0.7775556389025592,-0.8699809966825681,-0.8434726156147196,-0.9329815237243904,-0.7912673446683176,-0.40436138073630007,-0.5782681153085745,1.0718774215192228,-0.5682352479279404
2016-06-01,-0.7775556389025592,-0.8699809966825681,-0.8434726156147196,-0.9329815237243904,-0.7912673446683176,-0.3869619440771099,-0.5428994059323982,1.0865113714440255,-0.5642112743096568
