Month,Total Current Assets,Total Non-Current Assets,Total Current Liabilities,Total Long-term Liabilities,Total Equity,P/E,SMA,RSI,Highest Price
2023-08-01,3.3231448089839275,3.208295987599201,3.1913362137697083,2.8729071519365728,3.192429132866346,-0.3701952142055266,4.14592742390684,0.12008531841006098,3.954672775464637
2023-07-01,3.3231448089839275,3.208295987599201,3.1913362137697083,2.8729071519365728,3.192429132866346,-0.3613373191790298,4.039280362576087,-0.40381008889787234,3.8682914751254804
2023-06-01,3.3231448089839275,3.208295987599201,3.1913362137697083,2.8729071519365728,3.192429132866346,-0.39708525267882055,2.6173988024447654,-1.3081881942506741,3.0270893711128464
2023-05-01,1.9857765926207795,2.0332251208082988,1.8963752087265429,1.8124172362529611,1.979347924940835,-0.4410583744175013,2.024155576269573,0.011208730969529575,2.1782225554463386
2023-04-01,1.9857765926207795,2.0332251208082988,1.8963752087265429,1.8124172362529611,1.979347924940835,-0.4499162694439981,1.8042157028378887,-0.2984456494392937,1.9636106291378759
2023-03-01,1.9857765926207795,2.0332251208082988,1.8963752087265429,1.8124172362529611,1.979347924940835,-0.4584578110766915,2.2369622646169867,1.4447504656031938,2.1648093100520596
2023-02-01,1.6562800755458011,1.8949814894211336,1.5726349574657517,1.726098289627551,1.823824693155513,-0.41258656897519,2.2345845362555634,2.0403756418625405,2.243372604504265
2023-01-01,1.6562800755458011,1.8949814894211336,1.5726349574657517,1.726098289627551,1.823824693155513,-0.4192299902450626,2.3629818677724383,0.416861822885058,2.312355009389128
2022-12-01,1.6562800755458011,1.8949814894211336,1.5726349574657517,1.726098289627551,1.823824693155513,-0.41575010291322456,2.2726281900383407,-0.5952221539142907,2.151396064657781
2022-11-01,1.675662223609035,-0.22705825237184915,1.5555959968730784,1.5534603963767304,1.8393770163340453,-0.4382111938732701,1.7198063460073503,-0.8557064625757772,1.635944205934777
